yardId,railId,coordinates
fortWorthYard,27865875,"32.7209231,-97.3823582,32.7210917,-97.3820559,32.7214473,-97.3814219,32.7215344,-97.3812465,32.7218303,-97.3806572,32.7221262,-97.3800679,32.7224221,-97.3794786,32.7227181,-97.3788893,32.723014,-97.3782999,32.7233099,-97.3777106"
fortWorthYard,27865884,"32.7210917,-97.3820559,32.7213265,-97.3817202,32.7213812,-97.381627,32.7214406,-97.3815199,32.7215659,-97.3812681,32.7218524,-97.3806973,32.7221389,-97.3801265,32.7224254,-97.3795557,32.7227119,-97.3789849,32.7229984,-97.3784141,32.7232849,-97.3778433"
fortWorthYard,27865924,"32.7218689,-97.3761305,32.7230379,-97.3737907,32.7233839,-97.3730999,32.7236431,-97.3725819,32.7240471,-97.3717725,32.7243959,-97.3710872,32.7245368,-97.3708619"
fortWorthYard,27865928,"32.7219586,-97.3758247,32.7229927,-97.3737608,32.7233396,-97.3730674,32.723595,-97.3725572,32.7240004,-97.3717409,32.7241827,-97.371393,32.7243467,-97.3711145"
fortWorthYard,27865954,"32.7149479,-97.3955585,32.715084,-97.3950474,32.7151438,-97.3948234,32.7161282,-97.3920075,32.7164583,-97.3910331,32.7166822,-97.3903894,32.7169468,-97.3896034,32.7171562,-97.3889714,32.7173745,-97.388302,32.7176581,-97.3873951"
fortWorthYard,27865983,"32.7198918,-97.3848429,32.7201327,-97.3844721,32.720266,-97.3842991,32.7213499,-97.3829481,32.7215567,-97.3826906,32.721727,-97.3824526,32.7219143,-97.3821413,32.7221546,-97.3816947,32.7271658,-97.3717059"
fortWorthYard,27865992,"32.7196965,-97.3851593,32.7199641,-97.3846639,32.7200955,-97.384444,32.7202292,-97.384257,32.7213054,-97.3829039,32.7215151,-97.3826458,32.7216872,-97.3824111,32.7218268,-97.3821846,32.721894,-97.3820514,32.722072,-97.3816147"
fortWorthYard,27866022,"32.7194944,-97.3855356,32.7196024,-97.3853606,32.7196929,-97.3852237,32.7199184,-97.3848825,32.7200295,-97.3847263,32.7203209,-97.384363,32.7214069,-97.3830136,32.7216174,-97.3827476,32.7217921,-97.3825038,32.7219809,-97.3821903,32.7222219,-97.3817403,32.723139,-97.379909,32.7238078,-97.3785755,32.7243029,-97.3775966,32.7246847,-97.3768281,32.724883,-97.3764338,32.7254796,-97.375252,32.7260977,-97.3740142,32.7266663,-97.3728879,32.7270729,-97.3720677,32.7274995,-97.3712254,32.7275882,-97.3710289,32.727757,-97.3706062"
fortWorthYard,27866028,"32.7196929,-97.3852237,32.719889,-97.3849656,32.7203483,-97.3843949,32.7214353,-97.3830463,32.7216477,-97.3827761,32.7218246,-97.3825294,32.7220137,-97.3822154,32.7222556,-97.3817656,32.7231724,-97.3799331,32.7238417,-97.3785986,32.7271161,-97.372089,32.7273756,-97.3715566,32.7275882,-97.3710289"
fortWorthYard,27866065,"32.7260063,-97.3720554,32.7261755,-97.3718412,32.7263404,-97.3716727,32.7264503,-97.3715677,32.726601,-97.3714045,32.7267221,-97.3712626,32.7268231,-97.3711297,32.7269124,-97.3710039,32.7269717,-97.3709206,32.7270295,-97.3708298,32.7270841,-97.3707478,32.7271341,-97.3706637,32.727183,-97.3705699,32.727458,-97.3700246,32.7276627,-97.3696167,32.727775,-97.3694165"
fortWorthYard,27866079,"32.7261755,-97.3718412,32.7264192,-97.3715655,32.7266928,-97.3712355,32.7267798,-97.3711171,32.7268575,-97.3709978,32.726938,-97.370847,32.7270473,-97.3706356,32.7271483,-97.3704352,32.7272283,-97.3702818,32.7272998,-97.3701628,32.7273986,-97.3700061,32.727775,-97.3694165,32.7279163,-97.3691904,32.7280516,-97.368976"
fortWorthYard,27866085,"32.7264192,-97.3715655,32.7265621,-97.3713756,32.726699,-97.3711582,32.7268967,-97.3707983,32.7271594,-97.3702774,32.727265,-97.3700681,32.7276039,-97.3693894"
fortWorthYard,27866093,"32.7256454,-97.3726197,32.7257143,-97.372374,32.7257813,-97.3720804,32.7258835,-97.3717286,32.726038,-97.3712665,32.726185,-97.3707856,32.72625,-97.370511,32.7263363,-97.370038,32.7264064,-97.3695947,32.7264971,-97.3692548,32.7266061,-97.3689971,32.7267236,-97.368767"
fortWorthYard,27866105,"32.725843,-97.372052,32.7260704,-97.3714148,32.7261476,-97.3711938,32.7262211,-97.3709573,32.7263239,-97.3704303,32.7263828,-97.370033,32.7264529,-97.3696228,32.7265533,-97.3692836,32.7266659,-97.3690347,32.7267819,-97.3688082"
fortWorthYard,27866114,"32.7262211,-97.3709573,32.7263801,-97.3703827,32.726464,-97.3701377,32.7265996,-97.3698305,32.7267055,-97.3696068,32.7269494,-97.3691589"
fortWorthYard,573315231,"32.7313955,-97.361629,32.7315691,-97.3612905"
fortWorthYard,573315241,"32.7311392,-97.3621206,32.7313955,-97.361629"
fortWorthYard,633673813,"32.7165237,-97.3903716,32.7171481,-97.388441,32.7175442,-97.3872039,32.7178418,-97.386274,32.7182133,-97.3851112,32.7190271,-97.382574,32.7192483,-97.3819763,32.7194894,-97.3814425,32.7198155,-97.3807927"
fortWorthYard,633673819,"32.7136612,-97.3998549,32.7137521,-97.3995119,32.7139021,-97.3989243,32.7140073,-97.3984969,32.7141277,-97.3980156,32.7144146,-97.396828,32.7145759,-97.3962023,32.7148262,-97.3952315,32.7150632,-97.3945261,32.7153872,-97.3936027,32.715765,-97.3925274,32.7163621,-97.390837,32.7165237,-97.3903716"
fortWorthYard,635136099,"32.7101812,-97.4106655,32.7105219,-97.4094763,32.7107564,-97.4086098"
fortWorthYard,635136102,"32.7097806,-97.4123316,32.7100341,-97.4114117"
fortWorthYard,851938810,"32.7170276,-97.3918936,32.7177097,-97.3902404"
fortWorthYard,851938811,"32.7175042,-97.3905491,32.7177514,-97.3896678"
fortWorthYard,851938812,"32.7136539,-97.4016816,32.7138665,-97.4011239,32.7140628,-97.4005815,32.714179,-97.4002419,32.7143278,-97.3998351,32.7145116,-97.39931,32.71467,-97.3988523,32.7148117,-97.3984575,32.7149224,-97.3981364,32.7149577,-97.398034,32.7150997,-97.3976217,32.7152921,-97.3970627,32.7155356,-97.3963807,32.7157167,-97.39586,32.7158833,-97.3953849,32.7160907,-97.3947965,32.716278,-97.3942714,32.716445,-97.3937903,32.7166033,-97.3933532,32.7167185,-97.3930282,32.7168522,-97.3926606,32.7169932,-97.3922862,32.7171451,-97.3918664,32.7172785,-97.391468,32.717431,-97.3910395,32.7177097,-97.3902404,32.7177434,-97.3901422,32.7178637,-97.3898017,32.717939,-97.3895888,32.7181839,-97.3888905,32.71833,-97.3884707,32.7184382,-97.3881607,32.7186022,-97.3876876,32.71872,-97.3873722,32.7187862,-97.3871979,32.7188491,-97.387056,32.7189495,-97.3868434,32.7190032,-97.386735,32.7190726,-97.3866024,32.7191397,-97.3864795,32.7192105,-97.3863518,32.7193393,-97.3861456,32.7194921,-97.3859148,32.7197195,-97.3856063,32.719852,-97.3854302,32.7200479,-97.3851799,32.7202931,-97.3848838,32.7204126,-97.3847314,32.720471,-97.3846569,32.7206724,-97.3844126,32.7208751,-97.3841652,32.7211157,-97.383867,32.721391,-97.3835211,32.7216329,-97.3832248,32.7218546,-97.3829383,32.7220203,-97.3827029,32.7221853,-97.3824494,32.7223895,-97.3820634,32.7226183,-97.381611,32.7228378,-97.3811714,32.7229814,-97.3808846,32.7232029,-97.3804505,32.7234296,-97.3799996,32.7236041,-97.379651,32.723849,-97.3791695,32.7240918,-97.378686,32.7242724,-97.3783279,32.7244393,-97.3779915,32.7246208,-97.3776338,32.724796,-97.3772872,32.7249543,-97.3769803,32.7251334,-97.3766161,32.7253474,-97.3761804,32.725566,-97.3757427,32.7257599,-97.3753599,32.7259435,-97.3750023,32.7261509,-97.374584,32.7263493,-97.3741926,32.7264709,-97.3739476,32.7265625,-97.3737664,32.7266402,-97.3736101,32.7268799,-97.3731414,32.7270635,-97.3727712,32.7271885,-97.372524,32.7273751,-97.3721526,32.7275556,-97.3717989,32.7277253,-97.3714544,32.7278803,-97.3711086,32.72801,-97.3708091,32.7281148,-97.3705544,32.7282278,-97.3702603,32.7283442,-97.3699329,32.7287426,-97.368728,32.7288563,-97.3683661,32.728976,-97.3679535,32.7290733,-97.3675801,32.7292187,-97.3669885,32.729271,-97.3667986,32.7293548,-97.3664675,32.7294392,-97.3661623,32.7294899,-97.3659952,32.7296233,-97.3655811,32.7299566,-97.3645418,32.7300373,-97.3643095,32.7300712,-97.3642124,32.7301115,-97.3641061,32.7301411,-97.3640263,32.7301739,-97.3639458,32.7302139,-97.3638521,32.7302477,-97.3637746,32.7302861,-97.3636946,32.7303215,-97.3636233,32.7303572,-97.36355,32.7304997,-97.3632699"
fortWorthYard,851938813,"32.7186075,-97.3874268,32.7188952,-97.3866664"
fortWorthYard,851938814,"32.7179544,-97.3892701,32.7181946,-97.3883906"
fortWorthYard,851938815,"32.7182471,-97.388246,32.7185831,-97.3874836"
fortWorthYard,851938816,"32.7111521,-97.4074467,32.7113301,-97.4070446,32.7113576,-97.4069778,32.7113839,-97.4069117,32.7114764,-97.406658,32.7115797,-97.4063556,32.7116829,-97.4060581,32.7118025,-97.4057198,32.7118422,-97.4056068,32.711894,-97.4054631,32.7119422,-97.4053267,32.7119887,-97.4051962,32.7120459,-97.4050245,32.7121033,-97.4048624,32.712157,-97.4047103,32.7122052,-97.4045696,32.7122583,-97.4044216,32.7123124,-97.4042695,32.7123724,-97.4040899,32.7124493,-97.4038724,32.7125584,-97.4035603,32.7126955,-97.4031761,32.7127287,-97.4030949,32.712769,-97.4029936,32.7128117,-97.4028901,32.712868,-97.4027538,32.7133225,-97.4016604,32.7133595,-97.4015703,32.7134152,-97.4014315,32.7135116,-97.4011893,32.7136106,-97.4009124,32.7137001,-97.4006538,32.7137771,-97.4004342,32.7170234,-97.3911698,32.7170607,-97.3910598,32.7170874,-97.3909569,32.7172226,-97.3904512"
fortWorthYard,851938817,"32.7256665,-97.3700295,32.7260577,-97.3693917,32.7260907,-97.3693272,32.7264654,-97.3685813,32.7265174,-97.3684767,32.7269482,-97.3676092,32.7273863,-97.3667278,32.7276374,-97.3662662,32.7278927,-97.3658498,32.7282644,-97.3653405,32.7285145,-97.3650476,32.7289973,-97.3645194,32.7291121,-97.3644131,32.7293495,-97.3641814,32.7294463,-97.3640866,32.7295081,-97.364026,32.7296329,-97.3639083,32.7298336,-97.3636852,32.7300545,-97.3633968,32.7304141,-97.3629453,32.7307501,-97.3625336,32.7309192,-97.3622943,32.7310956,-97.3619961,32.7313036,-97.3616277"
fortWorthYard,853515283,"32.7262608,-97.3716703,32.7264093,-97.3714771,32.7264594,-97.371409,32.7265109,-97.3713353,32.7265573,-97.3712667,32.7266085,-97.3711852,32.7266627,-97.3710941,32.7267116,-97.3710085,32.7267828,-97.3708713,32.7271331,-97.3701777"
fortWorthYard,910920214,"32.7178199,-97.3880036,32.7179669,-97.3875654,32.7195759,-97.3825201,32.7197237,-97.3820816,32.719897,-97.3816219,32.7201186,-97.3811321,32.720308,-97.38072,32.7205569,-97.3802191,32.7210127,-97.379311,32.7215064,-97.3783275,32.7220868,-97.3771723,32.7227903,-97.3757535,32.7233974,-97.374554,32.7238893,-97.3735711,32.7246127,-97.3721295,32.7249567,-97.3714624,32.725208,-97.3709951,32.7253928,-97.3705665"
fortWorthYard,1018347905,"32.7207919,-97.382815,32.7210205,-97.3825848,32.7212719,-97.38238,32.7214985,-97.3822063,32.7216045,-97.3821069,32.7217516,-97.3819023,32.7218339,-97.3817608,32.7219499,-97.3815311,32.7235186,-97.378395,32.7236922,-97.3779415,32.7237362,-97.3778208,32.7237921,-97.3776506"
fortWorthYard,1018347906,"32.7212719,-97.38238,32.7215649,-97.3820926,32.7217256,-97.3818773,32.721804,-97.3817368,32.7219194,-97.3815102,32.7235757,-97.3781951,32.7236922,-97.3779415"
fortWorthYard,1018347907,"32.7210205,-97.3825848,32.7212538,-97.3823518,32.7214525,-97.3821526,32.7215396,-97.3820656,32.7216919,-97.3818528,32.7217736,-97.38171,32.7218889,-97.3814893,32.7235534,-97.3781679,32.7236761,-97.3778866,32.7237817,-97.3776028,32.7238343,-97.3774546,32.7238812,-97.377308"
fortWorthYard,1018347908,"32.7212538,-97.3823518,32.7215047,-97.382048,32.7216629,-97.3818328,32.7217435,-97.3816915,32.7218584,-97.3814684,32.7236586,-97.3778743,32.7237817,-97.3776028"
fortWorthYard,1018347909,"32.7211633,-97.3821293,32.7214179,-97.3818496,32.7214703,-97.3817752,32.7215381,-97.3816597,32.7216916,-97.3813542,32.722364,-97.3800124,32.7230364,-97.3786705,32.7237088,-97.3773287,32.7237841,-97.3771431,32.7238872,-97.3768676"
fortWorthYard,1018347910,"32.7233099,-97.3777106,32.7236058,-97.3771213,32.7239017,-97.376532,32.7241779,-97.3759731,32.7243906,-97.3755312"
fortWorthYard,1018347911,"32.7232849,-97.3778433,32.7235715,-97.3772725,32.723858,-97.3767017,32.7240487,-97.3763019,32.7241217,-97.3761018,32.7241779,-97.3759731"
fortWorthYard,1018347912,"32.7209481,-97.3823786,32.7211439,-97.3821036,32.721347,-97.3817535,32.7214707,-97.3815399,32.7215973,-97.3812896,32.7223592,-97.3797678,32.723121,-97.378246,32.7238829,-97.3767243,32.7240487,-97.3763019"
fortWorthYard,1018347913,"32.7211439,-97.3821036,32.7213727,-97.3817788,32.7214342,-97.381686,32.7215021,-97.3815611,32.7216288,-97.3813111,32.7227467,-97.3790805,32.7238646,-97.3768499,32.7240109,-97.3765351"
fortWorthYard,1018347914,"32.7204671,-97.3822152,32.7205308,-97.3818672,32.7205601,-97.3815666,32.7205905,-97.3813494,32.7206799,-97.3810592,32.7207525,-97.3809031,32.7208237,-97.3807598,32.7216069,-97.3792,32.72239,-97.3776403"
fortWorthYard,1018347915,"32.7205308,-97.3818672,32.7206248,-97.3813616,32.7207132,-97.3810759,32.720855,-97.3807813"
fortWorthYard,1018347916,"32.720855,-97.3807813,32.7213343,-97.3798278,32.7218136,-97.3788743,32.7222928,-97.3779209"
fortWorthYard,1018347917,"32.720438,-97.3822167,32.7204652,-97.3818634,32.7205011,-97.3814356,32.7205453,-97.3812305,32.7206135,-97.3810259,32.7207614,-97.3807171"
fortWorthYard,1018347918,"32.7207614,-97.3807171,32.7212856,-97.3796754,32.7218098,-97.3786337,32.722334,-97.377592"
fortWorthYard,1018347919,"32.7193077,-97.3859955,32.7194789,-97.3856704,32.7196208,-97.385422,32.7198362,-97.3851028,32.7203758,-97.3844269,32.7214638,-97.3830791,32.7216781,-97.3828046,32.7218571,-97.382555,32.7220465,-97.3822405,32.7222893,-97.3817909,32.7232058,-97.3799572,32.7238756,-97.3786216,32.7255678,-97.375254,32.7265483,-97.3732968,32.7273754,-97.3716531,32.7275865,-97.3711918,32.7277941,-97.3707224,32.7279814,-97.3702642,32.7282286,-97.3695907,32.7286626,-97.3682839,32.7287716,-97.3679103,32.7291288,-97.3664792,32.7292179,-97.3661493,32.7292822,-97.3659253,32.7293826,-97.3656102,32.7294785,-97.3653205,32.7295925,-97.3650348,32.7297602,-97.3646398"
fortWorthYard,1018347920,"32.7197017,-97.3854914,32.7215544,-97.3831934,32.7217778,-97.3829097,32.7219606,-97.3826556,32.7221642,-97.3823277,32.7224051,-97.3818778,32.7273744,-97.371975,32.7276125,-97.3714842,32.7278032,-97.3710617,32.7280141,-97.3705535,32.7282014,-97.3700787,32.7283481,-97.3696589,32.7287012,-97.3686035,32.7288208,-97.3682347,32.7290047,-97.3675454,32.7292858,-97.3664413,32.7293905,-97.3660782,32.7295074,-97.3657118,32.7295751,-97.3654702,32.7296747,-97.3650328,32.7298177,-97.364592,32.7298608,-97.364493,32.7300266,-97.3641172"
fortWorthYard,1018347921,"32.7191424,-97.3863056,32.7193864,-97.3859064,32.7196842,-97.3854679,32.7199178,-97.3851568,32.7215301,-97.3831612,32.721749,-97.3828809,32.7219352,-97.3826261,32.7221338,-97.3822989,32.7223707,-97.3818509,32.7273417,-97.3719496,32.727573,-97.3714574,32.7277648,-97.3710389,32.727978,-97.3705253,32.7281608,-97.3700626,32.7283154,-97.3696388,32.7286651,-97.3685807,32.7287779,-97.3682253,32.7288865,-97.3678274,32.7289633,-97.3675336,32.7291277,-97.366889,32.7292471,-97.36643,32.7293439,-97.3660654,32.7296747,-97.3650328"
fortWorthYard,1018347922,"32.7284305,-97.3679369,32.7285162,-97.367762,32.7285735,-97.3676323,32.7286245,-97.3674916,32.72873,-97.3670878,32.728766,-97.3669285,32.7288878,-97.3663374,32.7289259,-97.3661777,32.729021,-97.3659153,32.7292563,-97.365358"
fortWorthYard,1018347923,"32.727945,-97.3687066,32.7280915,-97.3684138,32.7282516,-97.3680939,32.7284104,-97.3677838,32.7285272,-97.3675304,32.7286075,-97.3673638,32.7286499,-97.3672596,32.7287014,-97.3671313,32.728766,-97.3669285"
fortWorthYard,1018347924,"32.7276039,-97.3693894,32.727945,-97.3687066"
fortWorthYard,1018347925,"32.7267412,-97.3701926,32.7270299,-97.3697226,32.7271275,-97.3695608,32.7271762,-97.36948"
fortWorthYard,1018347926,"32.7276047,-97.3684664,32.7276655,-97.368338,32.7277513,-97.3681314,32.7278607,-97.3678324,32.7279496,-97.367634"
fortWorthYard,1018347927,"32.7270629,-97.3694,32.7275483,-97.3684266"
fortWorthYard,1018347928,"32.7262661,-97.3711357,32.7264451,-97.3707851,32.7267412,-97.3701926,32.7271196,-97.36944"
fortWorthYard,1018347929,"32.7264451,-97.3707851,32.72666,-97.3702407,32.7268039,-97.3699203,32.7270629,-97.3694"
fortWorthYard,1018347930,"32.7260704,-97.3714148,32.7263754,-97.3707464,32.72666,-97.3702407"
fortWorthYard,1018347931,"32.7269494,-97.3691589,32.727379,-97.3683071"
fortWorthYard,1018347932,"32.7263801,-97.3703827,32.7264743,-97.3700326,32.7265974,-97.3696084,32.7267175,-97.3693174,32.7269239,-97.3689125"
fortWorthYard,1018347933,"32.7264743,-97.3700326,32.7265531,-97.3698092,32.7268937,-97.3691196"
fortWorthYard,1018347934,"32.7268937,-97.3691196,32.7273226,-97.3682673"
fortWorthYard,1018347935,"32.7269239,-97.3689125,32.7272662,-97.3682274"
fortWorthYard,1018347936,"32.7252414,-97.3724234,32.7253677,-97.3718503,32.7254325,-97.3716434,32.7255026,-97.3713967,32.7255874,-97.3710623,32.7258806,-97.3702152,32.7260687,-97.3696733,32.7261445,-97.3695097,32.7262559,-97.3692951,32.7263515,-97.3690956,32.7265379,-97.3686083"
fortWorthYard,1018347937,"32.7254325,-97.3716434,32.7256309,-97.3710823,32.7257479,-97.3707413,32.7259539,-97.3701409,32.7261157,-97.3696881,32.7263515,-97.3690956"
fortWorthYard,1018347938,"32.725431,-97.3703293,32.7259889,-97.3693996,32.7260164,-97.3693437,32.7263287,-97.3687259,32.7268799,-97.3676251"
fortWorthYard,1018347939,"32.7279791,-97.3655997,32.7282155,-97.3653066"
fortWorthYard,1018347942,"32.7282155,-97.3653066,32.7284794,-97.3650068,32.7290047,-97.3644576,32.7293773,-97.3640594,32.7297253,-97.3636337,32.7301095,-97.3631792"
fortWorthYard,1018347943,"32.7268799,-97.3676251,32.7272922,-97.3667983,32.7274596,-97.3664631,32.7277387,-97.3660025,32.7279791,-97.3655997"
fortWorthYard,1018347944,"32.7260164,-97.3693437,32.7264654,-97.3685813"
fortWorthYard,1018347945,"32.7260907,-97.3693272,32.726494,-97.3686326"
fortWorthYard,1018347946,"32.7269997,-97.3676284,32.727422,-97.3667534,32.7276668,-97.3663088,32.7279268,-97.3658746,32.7282992,-97.3653654,32.7285455,-97.3650799,32.7291993,-97.364406,32.729452,-97.3641532,32.7298291,-97.3637488,32.7299546,-97.3635804,32.7302901,-97.3631756,32.7305188,-97.3628757,32.7308223,-97.3625204"
fortWorthYard,1018347947,"32.7274667,-97.3668569,32.7276088,-97.3666611,32.7286092,-97.3654127,32.7287881,-97.3652172,32.7289999,-97.3650201"
fortWorthYard,1018347948,"32.7273497,-97.3670911,32.7277065,-97.3666413,32.7281176,-97.3661175,32.7287854,-97.3653044,32.7291692,-97.3649275"
fortWorthYard,1018347949,"32.7272233,-97.3679238,32.7274914,-97.3673964,32.7276444,-97.3671662,32.7278731,-97.3668225,32.7280443,-97.3666179,32.7281128,-97.3665309,32.7281889,-97.3664271,32.7284636,-97.3660953"
fortWorthYard,1018347950,"32.7271649,-97.3678826,32.7273721,-97.3674598,32.7274922,-97.367269,32.7277244,-97.3669643,32.7280443,-97.3666179"
fortWorthYard,1018347951,"32.7281128,-97.3665309,32.728264,-97.3663095,32.7283629,-97.3661392,32.728485,-97.3658833,32.7286169,-97.3656614,32.7289065,-97.3652313"
fortWorthYard,1018347952,"32.7283429,-97.3664727,32.7285167,-97.3662157,32.7286867,-97.3659878"
fortWorthYard,1018347953,"32.7284636,-97.3660953,32.7288044,-97.3656646"
fortWorthYard,1018347954,"32.7271482,-97.3696848,32.7272329,-97.36952"
fortWorthYard,1018347955,"32.7247997,-97.3756856,32.725366,-97.3745639,32.7260255,-97.3732337,32.7263222,-97.3726414,32.7264044,-97.3725073,32.7265769,-97.37226,32.7268687,-97.3718546"
fortWorthYard,1018347956,"32.7238485,-97.3779429,32.723951,-97.3776689,32.7240304,-97.3774856,32.7242808,-97.3770122,32.7245378,-97.3764663,32.7250177,-97.3755099,32.7250875,-97.3753708"
fortWorthYard,1018347957,"32.7242795,-97.3772176,32.7244364,-97.3768181,32.7245529,-97.3765773,32.7251407,-97.3754085"
fortWorthYard,1018347958,"32.724523,-97.376042,32.7247291,-97.3756351"
fortWorthYard,1018347959,"32.7125956,-97.4030058,32.7128731,-97.4023309,32.713027,-97.4018924,32.7131252,-97.4016119,32.713282,-97.4011685,32.7136102,-97.4002193,32.7141142,-97.3987881"
fortWorthYard,1018347960,"32.7141142,-97.3987881,32.7147828,-97.3968809,32.7154635,-97.3949246,32.716688,-97.3914267,32.7174518,-97.3892562,32.7176903,-97.388648,32.7179185,-97.3881073,32.7180616,-97.3877366,32.7181884,-97.3873587,32.7183587,-97.3868164,32.7184947,-97.3863952"
fortWorthYard,1018347962,"32.7179497,-97.3881262,32.7180914,-97.3877577,32.7182203,-97.3873718,32.718434,-97.3867016,32.7185883,-97.3862198"
fortWorthYard,1018347963,"32.7173912,-97.3896708,32.7175819,-97.3891229,32.7177506,-97.3887167,32.717981,-97.3881451,32.7181211,-97.3877788,32.7182522,-97.3873849,32.7183884,-97.3870014,32.7185795,-97.3863636,32.7186601,-97.38611"
fortWorthYard,1018347964,"32.7100341,-97.4114117,32.7105101,-97.409734,32.71061,-97.4093436,32.7107564,-97.4086098,32.7108553,-97.4082167,32.7109755,-97.4078637,32.7111187,-97.4074538,32.7111747,-97.407302,32.711265,-97.4070431,32.7113142,-97.4068979,32.711433,-97.4065494,32.7117213,-97.4057417,32.7118148,-97.4054644,32.7119027,-97.405215,32.7119922,-97.4049613,32.7120642,-97.4047558,32.7121364,-97.4045403,32.7122003,-97.4043661,32.7122548,-97.4042013,32.7123167,-97.4040241,32.7123846,-97.4038285,32.7124594,-97.4036232,32.7125042,-97.4034894,32.7125579,-97.403332,32.7126079,-97.4031905,32.7126511,-97.403079,32.7131294,-97.40192,32.7132613,-97.4015982,32.7133896,-97.4012796,32.7134551,-97.4011099,32.713528,-97.4009102,32.7136005,-97.400701,32.7136911,-97.4004535,32.7138154,-97.4000937,32.7139428,-97.3997315,32.7140859,-97.3993125,32.71434,-97.3985906,32.7144937,-97.3981506,32.7146034,-97.3978265,32.7148126,-97.3972312,32.7149463,-97.3968533,32.7152052,-97.3961122,32.7153666,-97.3956619,32.7155034,-97.3952616,32.7156213,-97.3949288,32.7157475,-97.3945742,32.7158864,-97.3941751,32.7159496,-97.3939981,32.7160877,-97.3936068,32.7162922,-97.3930168,32.7164379,-97.3926021,32.7165427,-97.3923086,32.7166406,-97.3920241,32.7168057,-97.3915504,32.7169708,-97.3910783,32.717158,-97.3905325,32.7172501,-97.3902828,32.7173416,-97.3899968,32.7174608,-97.3895615,32.7176167,-97.3891414,32.7177186,-97.3888899"
fortWorthYard,1018347965,"32.717356,-97.3896512,32.717453,-97.389369,32.717554,-97.3890875,32.7177842,-97.3885162,32.7179497,-97.3881262"
fortWorthYard,1018347966,"32.7131252,-97.4016119,32.7133065,-97.4011836,32.7134691,-97.4008373,32.7143206,-97.3984126,32.7145608,-97.397725,32.7147007,-97.3973222,32.7149201,-97.3967088,32.7151971,-97.3959085,32.7154945,-97.3950593,32.7157759,-97.3942656,32.7160809,-97.3934069,32.7162219,-97.393001,32.7163954,-97.392506,32.7165099,-97.3921766,32.7166128,-97.3918736,32.7167537,-97.3914831,32.716957,-97.3908841,32.7171376,-97.3903821,32.7173912,-97.3896708"
fortWorthYard,1018347967,"32.7133065,-97.4011836,32.7134152,-97.4008946,32.7140072,-97.3992082,32.7145831,-97.3975636,32.7154157,-97.3951859,32.7160179,-97.3934754,32.716607,-97.3917735,32.717314,-97.3897641,32.717356,-97.3896512"
fortWorthYard,1018347968,"32.7144606,-97.398137,32.7173245,-97.3899566,32.7174608,-97.3895615"
fortWorthYard,1018347969,"32.7145672,-97.3970647,32.7146245,-97.396867,32.7159971,-97.3929798"
fortWorthYard,1018347970,"32.7146702,-97.3966502,32.714784,-97.3963092,32.7151566,-97.3952741,32.7156512,-97.3938435,32.7158924,-97.3931672,32.7162902,-97.3920152,32.7167261,-97.3907813,32.7171398,-97.3896135,32.7172873,-97.3891673,32.717471,-97.3886829,32.7177321,-97.3879376"
fortWorthYard,1018347971,"32.71483,-97.3960277,32.7159036,-97.3929453,32.7166417,-97.3908434,32.7173065,-97.3889552,32.7173248,-97.3889058,32.7176876,-97.3879114"
fortWorthYard,1018347972,"32.7144666,-97.3974671,32.7145443,-97.3972171,32.7155903,-97.3942511,32.7165439,-97.3915375,32.7175434,-97.3887134,32.7178199,-97.3880036"
fortWorthYard,1018347973,"32.7159971,-97.3929798,32.7177731,-97.387965,32.7179155,-97.3875409"
fortWorthYard,1018347974,"32.7177321,-97.3879376,32.71787,-97.3875282,32.7180772,-97.3868961"
fortWorthYard,1018347975,"32.7176876,-97.3879114,32.7178259,-97.3875111,32.7181797,-97.3863966,32.718371,-97.3857862,32.7186796,-97.3848307,32.7189086,-97.3841264,32.7194394,-97.3824437,32.7195861,-97.3820065,32.7197587,-97.3815639,32.7199934,-97.3810489,32.7247378,-97.3715908,32.7248726,-97.3713508,32.7251638,-97.3708646"
fortWorthYard,1018347976,"32.7176581,-97.3873951,32.7184576,-97.3849071,32.7191641,-97.3827374,32.7193743,-97.3821342,32.7195601,-97.3817155,32.7198463,-97.3811282,32.7203452,-97.3801166,32.7217427,-97.3773033,32.7236892,-97.3734445,32.7244136,-97.3720225,32.7245787,-97.3717229,32.7248433,-97.3713121"
fortWorthYard,1154382041,"32.7177186,-97.3888899,32.717981,-97.3881451"
fortWorthYard,1154382042,"32.7172226,-97.3904512,32.7173416,-97.3899968"
fortWorthYard,1156116681,"32.7254339,-97.3713802,32.7254724,-97.3711861,32.7255019,-97.3710251,32.7255333,-97.3708411,32.725582,-97.3705779,32.7255935,-97.3705271,32.7257018,-97.37015,32.7257885,-97.3699306,32.7260577,-97.3693917"
fortWorthYard,1156116682,"32.7253802,-97.3715924,32.7254339,-97.3713802,32.7255221,-97.3710317,32.7255297,-97.3710006,32.7256152,-97.3706671,32.72568,-97.3704378,32.7257522,-97.3702244,32.7258336,-97.3700108,32.726061,-97.3694865"
fortWorthYard,1156116683,"32.7193864,-97.3859064,32.7197017,-97.3854914,32.7204126,-97.3847314"
