yardId,railId,coordinates
fortWorthYard,27863251,"32.7212835,-97.3825211,32.7217181,-97.3820905,32.7217998,-97.3819736,32.721882,-97.381833,32.722011,-97.3815729,32.7235826,-97.3784406,32.7236927,-97.378192,32.7237709,-97.3779577,32.7239058,-97.3774222,32.723989,-97.3771709,32.7240639,-97.3769836,32.7241381,-97.3768093,32.724523,-97.376042"
fortWorthYard,27863264,"32.721308,-97.3825433,32.7215678,-97.3823037,32.7216608,-97.3822115,32.7218242,-97.3820005,32.7219062,-97.3818643,32.7220415,-97.3815938,32.7228572,-97.3799679,32.7236729,-97.3783419,32.7237629,-97.3781536,32.7238485,-97.3779429,32.7239168,-97.3777051,32.7240481,-97.3772489,32.7241738,-97.3769321,32.7245937,-97.3760925"
fortWorthYard,27863314,"32.7205193,-97.3826179,32.7206502,-97.382216,32.7207903,-97.3818969,32.720902,-97.3816539,32.7209536,-97.3815224,32.7210043,-97.3813574,32.7210608,-97.3812126,32.7211684,-97.3809959,32.7217423,-97.37985,32.7223162,-97.3787041,32.72289,-97.3775582,32.7234639,-97.3764123,32.7240378,-97.3752664,32.7241616,-97.3749849,32.7242566,-97.3747111,32.7243517,-97.3744374,32.7244467,-97.3741637,32.7245418,-97.3738899,32.7246368,-97.3736162"
fortWorthYard,27863328,"32.7209008,-97.381851,32.7210027,-97.3814761,32.721098,-97.381222,32.7211998,-97.3810174,32.7216599,-97.3800992,32.7221201,-97.379181,32.7225802,-97.3782629,32.7230403,-97.3773447,32.7235005,-97.3764266,32.7239606,-97.3755084,32.7240586,-97.3752782,32.7241616,-97.3749849"
fortWorthYard,27863358,"32.7207903,-97.3818969,32.7208599,-97.3817115,32.7209073,-97.3815519,32.7209637,-97.3813695,32.7210299,-97.3811926,32.7211371,-97.3809744,32.7215626,-97.3801256,32.721988,-97.3792767,32.7224135,-97.3784278,32.7228389,-97.377579,32.7232644,-97.3767301,32.7236899,-97.3758812,32.7241153,-97.3750323,32.7242566,-97.3747111"
fortWorthYard,27863369,"32.7200456,-97.3839379,32.7201215,-97.3837768,32.7201995,-97.3836372,32.7203623,-97.3833463,32.7204674,-97.3831832,32.7205767,-97.3830528,32.7207919,-97.382815,32.7209971,-97.382561,32.7212113,-97.3822964,32.721468,-97.3820283,32.7215533,-97.3819247,32.7216238,-97.381814,32.7218174,-97.3814404,32.7224139,-97.3802488,32.7230103,-97.3790571,32.7236067,-97.3778655,32.7237306,-97.3776102,32.7238565,-97.3772966,32.7239737,-97.3769672"
fortWorthYard,27863418,"32.7141213,-97.4005722,32.7144002,-97.3998444,32.7149854,-97.3981731,32.7157856,-97.395891,32.7161511,-97.3948524,32.7164615,-97.3939686,32.7167196,-97.3932588,32.7173037,-97.3916266,32.7177163,-97.3904568,32.7184018,-97.3884881,32.7184999,-97.3882101,32.7185598,-97.3880414,32.7185944,-97.3879436,32.7186324,-97.3878423,32.7186793,-97.3877174,32.7187763,-97.3874855,32.7188613,-97.3873035,32.7189548,-97.3871123,32.7190602,-97.3869098,32.7191769,-97.3867008,32.7193206,-97.3864622,32.7194817,-97.3862004,32.7197219,-97.3858211,32.719962,-97.3854563,32.7203087,-97.3849824,32.7211133,-97.3839948,32.7215314,-97.3834689,32.721923,-97.3829734,32.7222112,-97.3825385,32.7225614,-97.381919,32.7231523,-97.3807063,32.7236623,-97.3796962,32.7242352,-97.3785633,32.7247812,-97.3774669,32.7252952,-97.3764528,32.7257833,-97.3754665,32.7262063,-97.3746287,32.726498,-97.3740445,32.7267471,-97.3735719,32.7270659,-97.3729292,32.7272449,-97.372576,32.7274946,-97.3720724,32.7276425,-97.3717819,32.7278197,-97.3714313,32.7279741,-97.37109,32.7281637,-97.3706416,32.7282509,-97.3704191,32.7283076,-97.3702595,32.7283708,-97.3700777,32.7284435,-97.3698636,32.728551,-97.3695334,32.728667,-97.3691758,32.7287272,-97.3690016,32.7287961,-97.3687863,32.7288676,-97.3685694,32.7289238,-97.3683868,32.7289627,-97.368261,32.7290036,-97.3681146,32.7290467,-97.3679588,32.7290801,-97.3678333,32.7291256,-97.3676623,32.7291939,-97.3673835,32.7292742,-97.3670775,32.7294177,-97.3665095,32.7296029,-97.3658701,32.7300251,-97.3645732,32.7300709,-97.3644346,32.7301128,-97.3643143,32.730147,-97.3642171,32.7301695,-97.3641573,32.7301967,-97.364079,32.7302236,-97.3640051,32.730259,-97.3639164,32.7303101,-97.3637894,32.7304061,-97.3635631,32.7304967,-97.363357,32.7306616,-97.3630345,32.7308794,-97.3626271,32.7311392,-97.3621206"
fortWorthYard,27863483,"32.7184396,-97.3876943,32.7188952,-97.3866664,32.7189552,-97.3865381,32.719235,-97.38601,32.7194944,-97.3855356,32.7196965,-97.3851593,32.7198918,-97.3848429,32.7202934,-97.3843311,32.7213784,-97.3829809,32.721587,-97.3827191,32.7217595,-97.3824782,32.7219482,-97.3821652,32.7221883,-97.381715,32.7231055,-97.3798849,32.7237739,-97.3785525,32.7242701,-97.3775754,32.7248548,-97.3764123,32.7254431,-97.3752354,32.7260607,-97.3739986,32.726627,-97.3728694,32.7270375,-97.3720471,32.7273529,-97.3714218,32.7276179,-97.3708968,32.727757,-97.3706062,32.7279246,-97.3701751"
fortWorthYard,27863504,"32.7098359,-97.4123537,32.7103927,-97.4103044,32.7104554,-97.4100871,32.7105264,-97.4098502,32.7106192,-97.4095735,32.7107186,-97.4092849,32.7108096,-97.4090208,32.7109195,-97.4087039,32.7114559,-97.4071752,32.7118507,-97.4060537,32.71201,-97.4056033,32.7126571,-97.4037328,32.7127174,-97.4035674,32.7127868,-97.4033958,32.7128539,-97.4032353,32.7129178,-97.4030893,32.7130054,-97.4029075,32.7131865,-97.4025296,32.7134313,-97.4020023,32.7135257,-97.4018032,32.7136217,-97.4015865,32.7136982,-97.4013959,32.7137728,-97.4011949,32.7138785,-97.4008818,32.7142004,-97.3999758,32.7144574,-97.3992513,32.7146958,-97.3985687,32.7149924,-97.3977201,32.7153709,-97.3966415,32.715713,-97.3956589,32.7159909,-97.3948721,32.7165284,-97.393328,32.7168098,-97.3925145,32.7170276,-97.3918936,32.7175042,-97.3905491,32.7179544,-97.3892701,32.7183786,-97.3880437,32.7184736,-97.3877692,32.7185831,-97.3874836,32.7186075,-97.3874268,32.7187966,-97.3870184,32.7188804,-97.3868389,32.7189627,-97.3866688,32.7190717,-97.386445,32.7191424,-97.3863056,32.7192372,-97.3861284,32.7193077,-97.3859955,32.7194558,-97.3857395,32.7195817,-97.3855397,32.7196497,-97.385433,32.7197722,-97.3852548,32.7198795,-97.3851124,32.7202104,-97.3846983,32.7204032,-97.3844588,32.7208398,-97.3839102,32.7214923,-97.3831118,32.7217084,-97.3828331,32.7218897,-97.3825806,32.7220793,-97.3822656,32.7221751,-97.3820963,32.7223229,-97.3818162,32.7232393,-97.3799813,32.7239095,-97.3786447,32.7240399,-97.3783834,32.724235,-97.3779939,32.7244022,-97.37766,32.7245588,-97.3773426,32.7247148,-97.3770367,32.7249284,-97.3766115,32.7250845,-97.3762985,32.7252705,-97.3759302,32.7254149,-97.3756471,32.7255999,-97.3752759,32.7257866,-97.3749057,32.7259212,-97.3746404,32.7260525,-97.3743753,32.7261968,-97.3740845,32.7263224,-97.3738359,32.7264521,-97.3735833,32.7265883,-97.3733107,32.7266913,-97.3731071,32.7268386,-97.3728144,32.7269576,-97.3725805,32.7270578,-97.3723803,32.7271718,-97.3721566,32.7272921,-97.3719124,32.7274061,-97.3716773,32.7275235,-97.3714307,32.727621,-97.3712192,32.7277169,-97.3710009,32.7278296,-97.3707393,32.7279302,-97.3704975,32.7280203,-97.3702736,32.7281103,-97.3700258,32.7282611,-97.3696137,32.7283476,-97.3693644,32.7284244,-97.3691332,32.7284984,-97.3689107,32.7285505,-97.3687595,32.7285847,-97.368657,32.7286178,-97.3685508,32.7286597,-97.3684181,32.7286957,-97.3683048,32.7287231,-97.3682196,32.728756,-97.368111,32.7287894,-97.367995,32.7288403,-97.3678054,32.7291728,-97.3664832,32.7292608,-97.36616,32.7293228,-97.3659414,32.7294221,-97.3656249,32.7295157,-97.365354,32.7296286,-97.3650549,32.7298177,-97.364592"
fortWorthYard,27863525,"32.7255478,-97.3743229,32.7258366,-97.3737478,32.7259088,-97.3736019,32.7260099,-97.3734302,32.7262498,-97.3730976,32.7264977,-97.3727336,32.7267257,-97.3723859"
fortWorthYard,27863551,"32.7186601,-97.38611,32.718814,-97.3857163,32.7189418,-97.3853351,32.7193563,-97.3840475,32.7198366,-97.3825465,32.7201085,-97.3816985,32.7202906,-97.381213,32.7204661,-97.3808132,32.7207076,-97.3803243,32.7211667,-97.3794132,32.7216626,-97.3784162,32.7222449,-97.3772679,32.7229492,-97.3758589,32.7235503,-97.3746594,32.7240455,-97.3736746,32.7247707,-97.3722267,32.7249969,-97.3717737,32.7251751,-97.3713337,32.7253424,-97.3708891,32.7254543,-97.3705383,32.7256268,-97.3701058"
fortWorthYard,27863570,"32.7179155,-97.3875409,32.7181189,-97.3869048,32.7184719,-97.3858115,32.7189934,-97.3841688,32.7195214,-97.3825042,32.7196707,-97.3820601,32.7198467,-97.3815983,32.7200746,-97.3811013,32.7202799,-97.3806936,32.7205268,-97.380198,32.7209819,-97.3792906,32.7214752,-97.3783097,32.7220551,-97.3771531,32.7227585,-97.3757324,32.7233668,-97.3745329,32.7238581,-97.3735504,32.7245811,-97.37211,32.7248137,-97.3716465,32.724978,-97.3713284,32.7252063,-97.3709331,32.7253928,-97.3705665,32.7256268,-97.3701058,32.7256665,-97.3700295,32.7259889,-97.3693996"
fortWorthYard,27863630,"32.7105101,-97.409734,32.7107215,-97.4090931,32.7110472,-97.4081979,32.7111995,-97.4077751,32.711274,-97.4075624,32.7115961,-97.4066448,32.7119972,-97.4054987,32.7125045,-97.4040546,32.7127405,-97.4034017,32.7129432,-97.4029045,32.713182,-97.4023895,32.7134586,-97.4017973,32.7136707,-97.4012909,32.7139434,-97.400527,32.7142972,-97.3995142,32.7149382,-97.3977144,32.7154238,-97.3962869,32.716113,-97.3943445,32.7167453,-97.392519,32.7171642,-97.3913173,32.7177514,-97.3896678,32.7178775,-97.3893039,32.7180758,-97.3887409,32.7181946,-97.3883906,32.7182471,-97.388246,32.7184396,-97.3876943,32.7185218,-97.387465,32.7185673,-97.3873386,32.7186535,-97.3870995,32.7186983,-97.3869835,32.7187388,-97.3868831,32.7188016,-97.386751,32.7189738,-97.3863679"
fortWorthYard,27863650,"32.7109755,-97.4078637,32.7111521,-97.4074467,32.7112575,-97.4071732,32.7113531,-97.4068951,32.7115051,-97.4064686,32.7116283,-97.4061033,32.7117789,-97.4056829,32.7119363,-97.4052216,32.7120647,-97.4048637,32.7121769,-97.4045374,32.7122963,-97.4041994,32.7124273,-97.403823,32.7125241,-97.403543,32.712585,-97.4033728,32.7126371,-97.403227,32.7126936,-97.4030728,32.7128449,-97.4027083,32.7129632,-97.4024267,32.7130905,-97.4021103,32.7131609,-97.4019449,32.7132419,-97.4017465,32.7133168,-97.4015656,32.713368,-97.401435,32.7134232,-97.401302,32.7134537,-97.4012216,32.7134781,-97.4011575,32.7135073,-97.4010777,32.7135835,-97.4008574,32.7138139,-97.4002078,32.7140729,-97.3994626,32.714178,-97.3991574,32.7144289,-97.3984494,32.7147137,-97.3976316,32.7149234,-97.3970377,32.7151823,-97.3962965,32.7157271,-97.3947248,32.7160823,-97.3937252,32.7162162,-97.3933497,32.7166776,-97.3920253,32.7167483,-97.3918224,32.7169638,-97.391214,32.7170779,-97.3908841,32.7172226,-97.3904512"
fortWorthYard,27863665,"32.7111187,-97.4074538,32.7112117,-97.407127,32.7112444,-97.4070025,32.711275,-97.4069014,32.7113677,-97.4066392,32.7114784,-97.4063093,32.7115989,-97.4059657,32.7117583,-97.4055178,32.7118768,-97.4051917,32.7120514,-97.4046816,32.7120965,-97.4045427,32.7121601,-97.4043651,32.7122492,-97.4041069,32.7122975,-97.4039631,32.7123637,-97.403781,32.7124938,-97.4034073,32.7125557,-97.4032267,32.7126157,-97.403066,32.7127,-97.4028526,32.7129829,-97.4021835,32.7131013,-97.4018957,32.7132324,-97.4015836,32.7133227,-97.4013584,32.7133836,-97.4012004,32.7134538,-97.4010184,32.7135259,-97.4008212,32.7135906,-97.4006333,32.7136509,-97.4004638,32.7137078,-97.4002946,32.7138152,-97.3999999,32.7138716,-97.3998333,32.7139377,-97.3996363,32.7140272,-97.3993716,32.7141109,-97.3991388,32.7142038,-97.3988709,32.7144606,-97.398137"
fortWorthYard,27863725,"32.7210658,-97.3820452,32.7212785,-97.3815532,32.7214599,-97.3811955,32.7218474,-97.3804226,32.722235,-97.3796498,32.7226225,-97.378877,32.72301,-97.3781041,32.7233976,-97.3773313,32.7237851,-97.3765585,32.7241726,-97.3757856,32.7245602,-97.3750128,32.7246705,-97.3747447,32.7247666,-97.3744009,32.7248375,-97.3740639,32.7249121,-97.3737069,32.7249878,-97.3733579,32.7250634,-97.3730089,32.7251391,-97.3726599,32.7251651,-97.3725204,32.7252148,-97.3723109,32.7252904,-97.3719619"
fortWorthYard,27863742,"32.7206502,-97.382216,32.7207627,-97.3818805,32.7208651,-97.3815777,32.7209242,-97.3813654,32.7209972,-97.3811789,32.7211058,-97.380953,32.7214944,-97.3801787,32.7218829,-97.3794043,32.7222715,-97.37863,32.7226601,-97.3778557,32.7230487,-97.3770814,32.7234373,-97.3763071,32.7238259,-97.3755328,32.7242144,-97.3747584,32.7243517,-97.3744374"
fortWorthYard,27863756,"32.7207012,-97.3818537,32.7208335,-97.3814116,32.7208769,-97.3812769,32.7209299,-97.3811401,32.7210431,-97.38091,32.721603,-97.3797914,32.7221629,-97.3786727,32.7227228,-97.377554,32.7232828,-97.3764353,32.7238427,-97.3753166,32.7244026,-97.3741979,32.7245418,-97.3738899"
fortWorthYard,27863768,"32.7207627,-97.3818805,32.7208725,-97.3814192,32.7209109,-97.3812835,32.7209659,-97.381152,32.7210744,-97.3809315,32.7217214,-97.379641,32.7223684,-97.3783505,32.7230153,-97.37706,32.7236623,-97.3757695,32.7243092,-97.3744789,32.7244467,-97.3741637"
fortWorthYard,27863777,"32.7206197,-97.3822108,32.7206723,-97.3818465,32.7207673,-97.381402,32.7208103,-97.3812448,32.7208677,-97.3810943,32.7209804,-97.3808671,32.7215798,-97.3796736,32.7221791,-97.3784802,32.7227785,-97.3772867,32.7233779,-97.3760932,32.7239772,-97.3748997,32.7245766,-97.3737062,32.7247319,-97.3733424"
fortWorthYard,27863803,"32.7206723,-97.3818465,32.7207339,-97.3813918,32.7207777,-97.381217,32.7208357,-97.3810865,32.7209491,-97.3808456,32.7213644,-97.380018,32.7217797,-97.3791903,32.722195,-97.3783627,32.7226102,-97.377535,32.7230255,-97.3767073,32.7234408,-97.3758797,32.7238561,-97.375052,32.7242714,-97.3742244,32.7246867,-97.3733967,32.7248269,-97.3730687"
fortWorthYard,27865564,"32.7209297,-97.3818631,32.7210732,-97.3814861,32.7211679,-97.3812729,32.721272,-97.3810668,32.7218669,-97.3798798,32.7224618,-97.3786928,32.7230567,-97.3775058,32.7236516,-97.3763188,32.7242464,-97.3751317,32.7243703,-97.3748797,32.7244671,-97.3746401,32.724557,-97.3743701,32.7248492,-97.373455,32.7251246,-97.3726304,32.7252148,-97.3723109"
fortWorthYard,27865581,"32.7208059,-97.3821889,32.7209297,-97.3818631,32.7213033,-97.3810883,32.7216749,-97.3803466,32.7220465,-97.379605,32.7224181,-97.3788634,32.7227897,-97.3781217,32.7231613,-97.3773801,32.7235329,-97.3766384,32.7239045,-97.3758968,32.7242761,-97.3751552,32.724402,-97.3749019,32.7244998,-97.3746577,32.7245908,-97.3743869,32.7250593,-97.3729451,32.7251391,-97.3726599"
fortWorthYard,27865588,"32.7209859,-97.3818966,32.7210688,-97.3817028,32.7211375,-97.3815224,32.7212205,-97.3813345,32.7213346,-97.3811097,32.7217591,-97.3802624,32.7221835,-97.3794151,32.722608,-97.3785678,32.7230325,-97.3777205,32.7234569,-97.3768732,32.7238814,-97.3760259,32.7243058,-97.3751786,32.7244336,-97.3749241,32.7245325,-97.3746752,32.7246245,-97.3744037,32.7249753,-97.3733188,32.7250634,-97.3730089"
fortWorthYard,27865601,"32.7208287,-97.382208,32.7209859,-97.3818966,32.7210924,-97.3816967,32.7212676,-97.3813203,32.7213659,-97.3811312,32.7218609,-97.380143,32.7223558,-97.3791548,32.7228507,-97.3781666,32.7233456,-97.3771784,32.7238406,-97.3761902,32.7243355,-97.3752021,32.7244652,-97.3749462,32.7245652,-97.3746927,32.7246583,-97.3744205,32.7248943,-97.3736906,32.7249878,-97.3733579"
fortWorthYard,27865614,"32.7210162,-97.3819055,32.7211255,-97.3817114,32.7213067,-97.3813252,32.7213973,-97.3811526,32.7218919,-97.3801647,32.7223866,-97.3791769,32.7228812,-97.378189,32.7233759,-97.3772012,32.7238705,-97.3762133,32.7243652,-97.3752255,32.7244969,-97.3749684,32.7245979,-97.3747102,32.7246921,-97.3744373,32.724832,-97.3739919,32.7249121,-97.3737069"
fortWorthYard,27865622,"32.7212113,-97.3822964,32.7214455,-97.3820035,32.7215282,-97.381899,32.7215957,-97.3817888,32.721786,-97.3814188,32.7222339,-97.3805236,32.7226817,-97.3796283,32.7231296,-97.378733,32.7235774,-97.3778377,32.7237146,-97.3775539,32.7238477,-97.3771898,32.7238982,-97.3770423,32.7239466,-97.376871,32.7240106,-97.3766275,32.7240625,-97.3764322,32.7241166,-97.3762566"
fortWorthYard,27865634,"32.7211845,-97.3822781,32.7213855,-97.3819574,32.7214629,-97.3818552,32.7215363,-97.381736,32.7217231,-97.3813758,32.7221236,-97.3805764,32.7225241,-97.3797771,32.7229245,-97.3789778,32.723325,-97.3781784,32.7237255,-97.3773791,32.7238268,-97.3771543,32.7240106,-97.3766275"
fortWorthYard,27865640,"32.7209971,-97.382561,32.7211845,-97.3822781,32.7214154,-97.3819763,32.721498,-97.3818754,32.7215638,-97.3817623,32.7217545,-97.3813973,32.7222039,-97.3805022,32.7226532,-97.3796072,32.7231026,-97.3787121,32.7235519,-97.377817,32.7237494,-97.3774105,32.7238477,-97.3771898"
fortWorthYard,27865672,"32.7186601,-97.38611,32.7193254,-97.3840253,32.7198021,-97.3825336,32.7200769,-97.381682,32.7202594,-97.3811948,32.7204342,-97.3807964,32.7206775,-97.3803032,32.7211359,-97.3793927,32.7216314,-97.3783985,32.7222133,-97.3772488,32.7229174,-97.3758378,32.7235197,-97.3746383,32.7240143,-97.3736539,32.7247391,-97.3722073,32.7249749,-97.3717533,32.7251751,-97.3713337"
fortWorthYard,27865692,"32.7206474,-97.3802822,32.7211051,-97.3793723,32.7216001,-97.3783807,32.7221816,-97.3772296,32.7228856,-97.3758167,32.7234891,-97.3746173,32.723983,-97.3736332,32.7247075,-97.3721878,32.7248492,-97.3718929,32.7250649,-97.3714733,32.725169,-97.3712459,32.7252911,-97.3709392,32.7254543,-97.3705383"
fortWorthYard,27865698,"32.7205601,-97.3818783,32.7206111,-97.381633,32.7206591,-97.3813738,32.7207464,-97.3810925,32.7208864,-97.3808027,32.7213213,-97.379935,32.7217563,-97.3790673,32.7221912,-97.3781995,32.7226262,-97.3773318,32.7230611,-97.3764641,32.7234961,-97.3755963,32.723931,-97.3747286,32.7243659,-97.3738609,32.7248009,-97.3729931,32.7250238,-97.3725017"
fortWorthYard,27865703,"32.7222928,-97.3779209,32.7229243,-97.3766608,32.7235558,-97.3754007,32.7241873,-97.3741406,32.7248188,-97.3728805,32.724906,-97.3726876,32.7250473,-97.3723062,32.7251418,-97.3720337,32.7252366,-97.3717591,32.7253469,-97.3714391"
fortWorthYard,27865706,"32.72239,-97.3776403,32.7228915,-97.3766395,32.7233929,-97.3756387,32.7238944,-97.3746379,32.7243958,-97.3736372,32.7248973,-97.3726364,32.7250473,-97.3723062"
fortWorthYard,27865709,"32.7204652,-97.3818634,32.7205327,-97.3814459,32.7205801,-97.3812421,32.7206467,-97.3810425,32.7207941,-97.3807395,32.7223621,-97.3776205,32.7228964,-97.3765539,32.7234308,-97.3754873,32.7239651,-97.3744208,32.7244995,-97.3733542,32.7250338,-97.3722877,32.7251418,-97.3720337"
fortWorthYard,27865712,"32.722334,-97.377592,32.7226821,-97.3768978,32.7230301,-97.3762036,32.7233782,-97.3755094,32.7237262,-97.3748151,32.7240743,-97.3741209,32.7244223,-97.3734267,32.7247704,-97.3727325,32.7251184,-97.3720383,32.7252366,-97.3717591"
fortWorthYard,27865740,"32.718814,-97.3857163,32.7189974,-97.3852803,32.7193893,-97.3840559,32.7198711,-97.3825595,32.7201401,-97.3817151,32.7203217,-97.3812312,32.720498,-97.38083,32.7207378,-97.3803453,32.7211975,-97.3794336,32.7216939,-97.378434,32.7222765,-97.377287,32.722981,-97.37588,32.7235808,-97.3746805,32.7240768,-97.3736953,32.7248023,-97.3722461,32.7249864,-97.3718671,32.7251091,-97.3716096,32.7251981,-97.3713561,32.7253424,-97.3708891"
fortWorthYard,27865824,"32.7184947,-97.3863952,32.7192629,-97.383995,32.7197331,-97.3825077,32.7200137,-97.3816489,32.7201972,-97.3811584,32.7203705,-97.3807627,32.7206172,-97.3802611,32.7210743,-97.3793519,32.7215689,-97.378363,32.72215,-97.3772105,32.7228538,-97.3757957,32.7234585,-97.3745962,32.7239518,-97.3736125,32.7246759,-97.3721684,32.7252911,-97.3709392"
fortWorthYard,27865840,"32.7185883,-97.3862198,32.7186549,-97.3860033,32.7188637,-97.3853557,32.7189725,-97.3850085,32.7192974,-97.3840105,32.7197676,-97.3825207,32.7200453,-97.3816654,32.7202283,-97.3811766,32.7204024,-97.3807795,32.7206474,-97.3802822"
fortWorthYard,27865855,"32.7204335,-97.381857,32.7204696,-97.3814253,32.7205105,-97.381219,32.7205802,-97.3810092,32.7206624,-97.3808332,32.72073,-97.3806957,32.7216027,-97.378957,32.7224753,-97.3772183,32.7233479,-97.3754797,32.7242205,-97.373741,32.7250931,-97.3720023"
